#Format: JPTC/2
#Tool: jptc-collect 0.1.6
#Decoder: LibRaw 0.22.2-Release
#Generated: 2026-08-20T18:04:14.321Z
#
# Every value below is as measured. No correction of any kind has been
# applied, and no black level has been subtracted. The black level belongs
# to the dark set, which is why that one is shot first.
#
#Camera: Leica M11 Monochrom
#ImageWidth: 9528
#ImageHeight: 6328
#ImagePixels: 60293184
#Firmware: 2.6.1
#Lens: none-bodycap
#ShutterType: 机械快门
#Compression: 喵
#LongExposureNR: off (declared)
#Stabilisation: off (declared)
#
#AdcStep: 1
#LinearisationCurve: identity
#CfaPattern: GMCY
#CfaOrder: C00,C01,C10,C11 by position in the 2x2 cell, not by colour name
#RawSize: 9536x6336
#SensorBlackTag: 1023
#SensorMaximum: 16383
#Pairing: Differential
#CropMosaic: 512x512
#PlanePerChannel: 256x256
#ISO: 125
#ClipSigma: 3.5
#ClipVarianceFactor: 0.9938883771107201
#ChannelOrder: R,G1,G2,B schema slots mapped from C00,C01,C11,C10 by position (monochrome).
#ChannelMapping: position-monochrome
# Levels are raw. No black level has been subtracted, and none is quoted:
# the black level is a measurement of its own and lives in the dark set,
# which travels in the same submission. Joining the two is an analysis
# step, and doing it here would make one entry depend on another having
# been processed first -- a rule the person shooting should not have to know.
# StdDiff is the standard deviation of A-B. Not halved, not corrected.
# StdDiffClipped is the same after the sigma clip; the unclipped value is
# kept beside it so the clip can be judged rather than trusted.
#
# ShutterSec uses the standard ExposureTime in seconds when present, then
# ShutterSpeedValue converted from APEX, then LibRaw as a fallback. For
# example, Leica may store both 1/80 and an APEX value that converts to
# 1/80.56. These are camera records, not a measurement of shutter travel.
# ExposureTimeExif (0x829A) and ShutterApexExif (0x9201, APEX, t = 2^-v) are
# therefore recorded verbatim as the fractions the file holds, empty when the
# camera wrote no such field, so the selected value remains auditable.
# The two frames of a pair are grouped on an identical ShutterSec, so the
# fractions below are the ones frame A holds.
ISO,ShutterSec,ExposureTimeExif,ShutterApexExif,Aperture,Filename,FileB,N,R_Mean,G1_Mean,G2_Mean,B_Mean,R_Std,G1_Std,G2_Std,B_Std,R_MeanB,G1_MeanB,G2_MeanB,B_MeanB,R_StdB,G1_StdB,G2_StdB,B_StdB,R_StdMasked,G1_StdMasked,G2_StdMasked,B_StdMasked,R_StdDiff,G1_StdDiff,G2_StdDiff,B_StdDiff,R_StdDiffClipped,G1_StdDiffClipped,G2_StdDiffClipped,B_StdDiffClipped,R_DiffOffset,G1_DiffOffset,G2_DiffOffset,B_DiffOffset,R_Rejected,G1_Rejected,G2_Rejected,B_Rejected,R_ClipFrac,G1_ClipFrac,G2_ClipFrac,B_ClipFrac
125,8,8/1,-768/256,6.797479993109203,L1008713.DNG,L1008714.DNG,65536,16338.15234375,16383,16338.2890625,16382.89453125,13.583333555665705,0,13.720329453007928,1.3949685607281637,16338.15234375,16383,16338.2890625,16382.89453125,13.583333555665705,0,13.720329453007928,1.3949685607281637,13.583333555665705,0,13.720329453007928,1.3949685607281637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.98828125
125,4,4/1,-512/256,2.799171731190392,L1008715.DNG,L1008716.DNG,65536,16338.15234375,16383,16338.2890625,16382.89453125,13.583333555665705,0,13.720329453007928,1.3949685607281637,16338.15234375,16383,16338.2890625,16382.89453125,13.583333555665705,0,13.720329453007928,1.3949685607281637,13.583333555665705,0,13.720329453007928,1.3949685607281637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.98828125
125,2,2/1,-256/256,3.3635856610148585,L1008717.DNG,L1008718.DNG,65536,16338.15234375,16383,16338.2890625,16382.89453125,13.583333555665705,0,13.720329453007928,1.3949685607281637,16338.15234375,16383,16338.2890625,16382.89453125,13.583333555665705,0,13.720329453007928,1.3949685607281637,13.583333555665705,0,13.720329453007928,1.3949685607281637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.98828125
125,1,1/1,0/256,2.378414230005442,L1008719.DNG,L1008720.DNG,65536,11071.64030456543,11070.675674438477,11072.689697265625,11071.01708984375,65.95136081095187,66.26063146324937,66.23688892792282,66.244520105651,11071.127182006836,11070.307739257812,11072.439758300781,11070.480438232422,66.27415690391402,66.19794462326675,66.57870562813149,66.428901665251,65.90555477555306,66.17216278790899,66.13601182649646,66.17961349140506,84.49547462756763,84.15617559196599,85.03796987841746,84.52009728249196,84.3107621065299,83.86314139013602,84.75543397499787,84.32789630797606,0.51312255859375,0.3679351806640625,0.24993896484375,0.536651611328125,22,35,33,24,0,0,0,0
125,0.5,1/2,256/256,2.378414230005442,L1008721.DNG,L1008722.DNG,65536,6047.322082519531,6043.9287109375,6048.138259887695,6044.569488525391,44.927646024577896,44.85845203829647,44.80186200936095,44.675527558578025,6046.304504394531,6043.536209106445,6046.861038208008,6043.890441894531,44.720294527858975,44.911669209844604,44.69040034891587,44.68757483876473,44.83088614556606,44.77558410654315,44.718970294163796,44.61354622647915,59.913124428860385,59.8836702799981,59.72095170007996,59.844673322782796,59.682631101891566,59.68270379256068,59.43751281987421,59.626020766331656,1.017578125,0.3925018310546875,1.2772216796875,0.679046630859375,39,34,50,36,0,0,0,0
125,0.25,1/4,512/256,2.378414230005442,L1008723.DNG,L1008724.DNG,65536,3536.8963165283203,3533.991241455078,3537.3226776123047,3533.9749145507812,30.859360851222,30.948204026350002,30.786426620121322,30.902843135937108,3536.013961791992,3532.669692993164,3536.163345336914,3532.8099670410156,30.745185162808784,30.785390590523075,30.857991119031787,30.774769408193887,30.817394156141816,30.916190415451176,30.737146164086695,30.86268605180752,42.25999393194954,42.28648600614726,42.21776558176575,42.33999774242364,42.144925148917714,42.1814685662444,42.07450418486308,42.23736365468788,0.882354736328125,1.3215484619140625,1.159332275390625,1.164947509765625,26,25,33,24,0,0,0,0
125,0.125,1/8,768/256,2.378414230005442,L1008725.DNG,L1008726.DNG,65536,2279.1323852539062,2276.3075561523438,2279.3238525390625,2276.4598541259766,21.534359876877954,21.657896552367816,21.45016760537038,21.501286199909522,2279.303695678711,2276.5611724853516,2279.474563598633,2276.7946166992188,21.504625042550334,21.418771116781617,21.500144018977668,21.495399725651826,21.501347232252904,21.61598515081324,21.41497885278812,21.470200503950135,29.948032020922433,29.902370487684507,29.807750121385297,30.03554788292257,29.85550740732321,29.794649298868027,29.725776963145226,29.938147763518376,-0.1713104248046875,-0.2536163330078125,-0.1507110595703125,-0.3347625732421875,31,35,28,33,0,0,0,0
125,0.0666667,1/15,1024/256,2.378414230005442,L1008727.DNG,L1008728.DNG,65536,1652.0570526123047,1650.3683166503906,1652.1590728759766,1650.468276977539,15.181262659829615,15.171910079533296,15.263194710415613,15.195879328765342,1650.9775085449219,1649.2962799072266,1651.2325134277344,1649.4234161376953,15.158791183408503,15.054882498309063,15.283383980652513,15.180774135167681,15.153410581027355,15.132200211964708,15.243193520746152,15.177773936360275,21.207820942657214,21.154664084679123,21.377334385550867,21.230479474177073,21.129096974033857,21.066297139296726,21.32299172893636,21.172136052932977,1.0795440673828125,1.0720367431640625,0.9265594482421875,1.04486083984375,37,42,25,27,0,0,0,0
125,0.0333333,1/30,1280/256,2.378414230005442,L1008729.DNG,L1008730.DNG,65536,1336.099136352539,1335.1634674072266,1336.2013702392578,1335.2593536376953,10.749885360561937,10.713677049623724,10.768699869465978,10.730587424059634,1336.2913970947266,1335.3460235595703,1336.433822631836,1335.474853515625,10.797649988944663,10.738602769290637,10.765722010568465,10.723215879317262,10.728320380119248,10.697527372917435,10.756170689142682,10.711125671717818,15.18071075455561,15.09107565935055,15.15438962272907,15.076007168505289,15.122958851020933,15.039265975495772,15.116427869044614,15.02662862776027,-0.1922607421875,-0.18255615234375,-0.232452392578125,-0.2154998779296875,39,34,25,34,0,0,0,0
125,0.0166667,1/60,1536/256,2.378414230005442,L1008731.DNG,L1008732.DNG,65536,1179.1622619628906,1178.7373352050781,1179.2219696044922,1178.8218231201172,7.561567449997147,7.549989541722104,7.616788875416245,7.577627489513463,1178.8265228271484,1178.2942962646484,1178.8824157714844,1178.380859375,7.583350571496275,7.614309237495945,7.555175236937831,7.557903182178059,7.546053364542667,7.5355556511552,7.595794091861617,7.568885773741966,10.636403049775168,10.713245199789881,10.680891161523942,10.693206465361774,10.588941005478487,10.673070834472668,10.62725998899966,10.667271697911607,0.3357391357421875,0.4430389404296875,0.3395538330078125,0.4409637451171875,45,37,49,24,0,0,0,0
